14,8381
14,2752
15,455
15,8137
16,1533
17,5293
18,0302
17,6029
13,3244
6,7412
3,3126
1,6347
0,9679
0,5379
0,447
0,59
1,013
2,2485
5,5883
10,884
14,893
16,8108
17,1553
15,9179
15,7726
15,6308
16,2551
17,3079
19,2965
20,9636
22,4652
21,6559
15,1323
7,5452
3,1308
1,4899
0,7059
0,3991
0,2874
0,5293
1,6674
5,0514
11,9986
19,8868
26,0952
27,8948
28,6479
27,6689
27,4053
27,4091
27,7395
28,9437
28,3555
28,9437
29,778
28,0834
19,0274
9,45
4,0126
1,6457
0,7584
0,49
0,3741
0,6097
1,8482
5,3523
12,1432
20,5378
26,2585
27,9464
28,4376
27,434
26,7789
26,2826
27,1023
27,8322
28,6839
28,9606
28,9412
27,4035
19,7937
9,2148
3,9782
1,7254
0,8954
0,4362
0,4089
0,5713
1,9118
5,3987
12,3436
20,1919
26,1912
27,9222
27,4587
27,0421
25,5274
25,3293
25,1816
26,1136
26,6246
27,7896
28,1763
26,6653
18,8516
8,9274
3,6278
1,571
0,8731
0,4938
0,4327
0,6253
1,9588
5,2684
11,6723
19,5239
24,3272
26,8139
27,4126
26,7499
25,8527
25,6975
25,9986
25,8006
27,368
27,8158
28,2916
27,2181
19,7361
9,9282
4,0854
1,6845
0,9442
0,4011
0,3267
0,5395
1,5981
4,8543
11,4036
19,2506
25,4211
27,2956
27,8017
25,5102
23,998
24,4305
25,9822
25,9147
26,0169
26,6195
26,7851
24,75
17,4578
9,6167
4,4324
1,9983
1,071
0,6775
0,5342
0,6477
1,4693
3,8028
8,033
13,5938
17,8648
19,3863
19,4824
18,2673
17,085
16,337
15,814
16,6573
17,0687
18,696
19,9336
18,7718
14,4864
8,0564
4,303
2,5065
1,3951
0,7987
0,4832
0,5992
1,1017
2,3572
5,3945
10,6087
16,389
18,9598
19,3385
17,5432
16,8157
16,419
15,9606
17,3087
19,7363
21,4155
22,9898
21,9133
15,6408
7,963
3,8317
1,7579
0,7545
0,4739
0,3698
0,5463
1,6696
5,2759
12,1874
20,7779
26,5781
28,27
28,9736
28,1635
26,542
26,585
26,3739
27,2708
27,8717
26,3561
28,7226
27,8047
19,3436
8,5773
3,8456
1,7852
0,8803
0,4573
0,3562
0,7176
1,6844
5,3648
12,2834
20,6918
26,3711
27,8899
28,0467
26,8435
26,0262
24,9227
25,2232
26,746
27,0043
26,7097
27,2609
25,2811
18,8027
9,2411
3,9952
1,8235
0,8025
0,4623
0,4052
0,5987
1,8858
5,2238
11,9855
19,8278
24,717
27,0267
27,1193
26,225
24,5367
24,626
25,5586
26,5151
26,2356
26,6048
27,3043
27,5186
19,7951
9,4646
4,4104
1,7229
0,9827
0,4664
0,3407
0,6489
1,8893
5,2897
11,9022
20,1505
24,6898
27,5354
28,1606
26,6977
25,1496
25,4134
25,9793
26,8666
27,0453
25,9603
27,4051
26,9544
19,1371
9,6113
4,178
1,7112
0,7912
0,547
0,3722
0,7018
1,8365
5,2098
11,9877
20,7591
26,1925
27,0977
26,4797
25,4937
25,2965
24,5825
24,2439
25,3793
24,466
23,579
24,1298
23,0852
17,695
9,1508
4,6801
2,4352
1,255
0,7412
0,5184
